party-id;communication-id;content;content-type;channel;communication-date;record-date
46fd33e7-01c8-461a-b6bf-54649e5125c4;190a1273-14e8-474b-814d-2fa784d0e9de;How can I request or replace a new or damaged card?;text;chat;2023-12-26 18:16:38;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;da648525-3ec7-4cb3-88cd-6d44311a5269;Those girl build admit everybody there field affect they fast.;text;email;2023-10-15 14:13:15;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;bd034012-3914-4c0c-986e-36cbb9d86e99;Near deep allow try site organization blue look activity form fast pretty worker bill guess situation second end heavy nothing.;text;email;2023-10-15 14:13:23;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;da531a82-9753-4b61-97c5-96eab6478c3f;How can I get an extension or grace period for my payment?;text;email;2023-11-02 06:46:50;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;4c95347a-7f7e-412a-9cff-db7110c56202;How can I get a refund or reimbursement for my expenses?;text;email;2023-11-02 06:47:00;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;fb049be0-c60f-42aa-bf5f-958cc54b6312;How can I access or manage my card account online or on the app?;text;chat;2023-11-20 13:49:52;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;2e752f84-ced0-495f-9e65-1c57ddc33343;How can I claim or report a damaged or missing shipment?;text;email;2023-12-08 04:36:14;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;a0f6886e-3e35-4d22-bba2-d413641be262;How can I transfer money or pay bills online?;text;email;2023-12-26 02:16:13;2023-12-26 18:50:26
962184bf-1329-4f82-a446-0151701af2ca;bd894e3f-06e4-44df-a350-142f29bb43b9;How can I check the status of my claim?;text;email;2023-12-26 02:16:19;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;95e6924c-9381-4cf5-908f-a5622265f000;How can I access or manage my card account online or on the app?;text;email;2023-10-15 09:56:23;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;6fbd3b4a-8067-498d-865e-c6a0ee60f734;How can I transfer or assign my policy to someone else?;text;chat;2023-10-15 09:56:29;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;5b23bcf8-b7ae-4b67-90f2-45b46caaf5c2;How can I get a customs clearance or declaration for my shipment?;text;email;2023-11-02 03:08:56;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;034176dd-a7c1-4bbb-a872-9f88a091c0ed;I’m sorry, I’m still having trouble with this.;text;email;2023-11-20 02:19:13;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;46465636-a530-4d29-845d-209e60c3e4d9;How can I request or replace a new or damaged card?;text;email;2023-11-20 02:19:19;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;248087f3-f910-4e92-b630-f2d1bc377dd8;How can I increase or decrease my credit limit or spending power?;text;email;2023-12-08 03:26:30;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;004644e5-c7a2-433e-ac57-9c5aeae91044;I’m having difficulty accessing the website.;text;email;2023-12-08 03:26:30;2023-12-26 18:50:26
81318191-37f8-452b-8cab-02dc42c22340;30013d74-f694-4d3d-a489-72e27cd41c66;How can I transfer or assign my policy to someone else?;text;email;2023-12-26 15:19:08;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;9d4b37bb-eee0-44ca-baed-fe5f4901c4c7;How can I get a refund or reimbursement for my expenses?;text;email;2023-10-15 05:36:42;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;02566589-4f69-4b68-834a-9b30cdb914da;How can I access or manage my card account online or on the app?;text;email;2023-10-15 05:36:42;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;6d27d24f-02fc-4649-b576-5712b5b6ab4a;Husband accept yeah not someone name nature peace hard every effort give tell.;text;email;2023-11-02 16:10:53;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;e1ec0f02-a1da-431b-8141-32e51a24f609;How can I get a discount or lower my premium?;text;chat;2023-11-20 12:43:35;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;b520f338-c1b2-436b-8233-219c9a47d3fa;How can I increase or decrease my credit limit or spending power?;text;chat;2023-11-20 12:43:42;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;0792478e-e327-4dd5-b6bc-10d8e88fea7d;At power price large apply support son soon resource fact party view.;text;chat;2023-12-08 19:25:20;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;246f2d22-38e2-4559-88fa-a175f9fd4f73;Oil next sign final measure land sell foreign factor analysis budget cause.;text;email;2023-12-08 19:25:28;2023-12-26 18:50:26
cb16c63d-8983-48d8-b535-4b4eb7cd1662;059314dc-48b6-412a-a507-d5385783bae8;I just wanted to say thank you for your amazing service. You really made my day!;text;email;2023-12-26 13:10:20;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;0de70f80-4eba-47a3-9070-8c02b408fd93;These employee else staff within head author prepare paper better opportunity your investment none conference community commercial.;text;email;2023-10-15 20:05:39;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;b2060587-4eb2-44c2-82e6-8f02138699e4;Civil great southern start contain any or sell material day letter cause before raise.;text;email;2023-10-15 20:05:46;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;651d1d56-aade-4a12-b735-52f0effc8786;Fly hand hope able partner research a season management.;text;email;2023-11-02 13:25:31;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;d5aa64f9-ca74-415f-821c-fe49d2978efa;Feel rest TV traditional edge like whose stay before memory hour edge town since agreement.;text;chat;2023-11-02 13:25:35;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;6e5929bc-4865-4d26-96e9-a409a55732b6;I’m thrilled with your service. You exceeded my expectations and delivered more than I asked for. How can I show my appreciation and gratitude to you and your team?;text;email;2023-11-20 13:32:28;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;9aefe79a-09e3-4e70-9c90-256e36a60595;I’m very impressed with your product. It works flawlessly and has all the features I need. How can I leave a positive review?;text;email;2023-11-20 13:32:32;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;526df80a-bae1-4284-9306-0ca3f261ef32;How can I renew or cancel my policy?;text;email;2023-12-08 19:21:08;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;734d4181-125d-41b0-82ab-4e2ee7906674;How can I get an extension or grace period for my payment?;text;email;2023-12-26 15:25:58;2023-12-26 18:50:26
fc703682-1eb9-4d4b-9640-52f54c7388a6;97119d7c-8655-4916-a4a9-9df587c7d654;How can I add or remove an authorized user or joint account holder?;text;email;2023-12-26 15:26:10;2023-12-26 18:50:26
bd2cd64f-256a-43a5-8b1a-6297d795baec;b707b9cb-78ba-47bd-8a3b-f189aac8f27f;Reflect resource attention television husband state other test see forward.;text;email;2023-10-15 16:52:23;2023-12-26 18:50:26
bd2cd64f-256a-43a5-8b1a-6297d795baec;5a36f2c8-b45d-448c-bece-7442d6c1676a;How can I contact you if I have a question or complaint?;text;email;2023-11-02 20:28:24;2023-12-26 18:50:26
bd2cd64f-256a-43a5-8b1a-6297d795baec;caca81bb-80f3-4660-bea7-94b3c41c2dac;How can I get a balance transfer or cash advance with my card?;text;chat;2023-11-02 20:28:32;2023-12-26 18:50:26
bd2cd64f-256a-43a5-8b1a-6297d795baec;33d4b009-b497-4e2e-9810-025fcfe89a3f;Production move whom deep draw feel decision education speech personal form.;text;email;2023-11-20 12:59:29;2023-12-26 18:50:26
bd2cd64f-256a-43a5-8b1a-6297d795baec;08738339-f780-4fc6-8f11-cdaaa6141e67;I’m having trouble with this feature.;text;chat;2023-12-05 10:03:39;2023-12-26 18:50:26
bd2cd64f-256a-43a5-8b1a-6297d795baec;8cbed21e-b9d1-4feb-8e8e-26aea7b7b208;How do I track my order?;text;email;2023-12-05 10:03:40;2023-12-26 18:50:26
bd2cd64f-256a-43a5-8b1a-6297d795baec;f7ae8bdf-f6e4-4548-aeac-1c54da39e22b;Thank you for your help.;text;email;2023-12-23 02:59:50;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;e998b139-9764-4e93-8c6c-fdc3ac6ff2cf;Place report probably me institution support sound arm their reduce provide include collection.;text;email;2023-10-15 16:36:21;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;9b6bb96b-ea26-4ac7-aa72-2661682d9b12;Reveal meet store every poor likely country push miss really suggest late example hard for season computer pick policy.;text;chat;2023-10-15 16:36:21;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;a713fb53-98b6-447d-bad1-2f5388d91729;How do I change my password?;text;chat;2023-11-02 14:26:06;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;9d53e8d9-46ca-4533-ae00-55563c58b626;I want to file a complaint.;text;chat;2023-11-20 16:53:20;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;989e02cf-3f01-43f9-aab9-29f4fcdb1f07;I want to speak to someone who can fix this immediately.;text;email;2023-11-20 16:53:30;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;464477c8-f1c0-4235-bb03-5dafdbb9fef6;How can I redeem or earn rewards or points with my card?;text;chat;2023-12-08 09:24:39;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;e6d5fdeb-4261-4b92-a611-5deb6c6b296d;How can I enroll or opt out of paperless statements or notifications?;text;email;2023-12-08 09:24:45;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;a793fa83-50cc-4fa3-887d-dca00cdf68d8;North and animal different support local cover billion community.;text;email;2023-12-26 20:11:21;2023-12-26 18:50:26
5144d30e-12b6-4fb5-9537-b4774a979f7d;8448c357-8628-4d2e-a98f-98092c0b5b9d;Mrs quickly address western include throw out office what.;text;email;2023-12-26 20:11:27;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;5fabbf80-77af-45e1-97e9-3a97579b7fca;How can I find a network provider or hospital near me?;text;email;2023-10-13 15:40:01;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;8cc66cab-68f8-4473-8d6d-bd82454d12a6;How can I get a copy of my policy document or certificate?;text;email;2023-10-13 15:40:13;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;9880627a-98be-4752-82f0-80e3007cc53b;How can I set up or change a payment plan or due date for my card?;text;email;2023-10-31 19:44:47;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;14fcecc2-a811-467a-8704-5cfbaaca3397;How can I find or contact a service point or office?;text;email;2023-10-31 19:44:57;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;0599b86a-3823-460e-b83f-b6ed43c918ce;You keep sending me spam emails and calls! Stop harassing me or I’ll report you!;text;email;2023-11-18 13:27:34;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;087752df-96ac-444c-b0de-3e583cb07adb;How can I get a quote or purchase a new product?;text;email;2023-12-06 02:56:00;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;905ce362-f57e-4b2f-bfb4-3e664147dd9f;How can I file a claim in case of an accident or emergency?;text;chat;2023-12-06 02:56:06;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;b1e7cefd-6e43-44ea-971c-5e4699e6cfdd;I need help with a probably technical problem.;text;email;2023-12-24 12:02:46;2023-12-26 18:50:26
41cdfe4c-61af-4772-b96c-92dfa8c3c9ec;0ba491b8-1b21-4ad7-886b-41959e398c38;How can I set up or change a payment plan or due date for my card?;text;email;2023-12-24 12:02:49;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;accb19e7-95a1-43bb-a300-f7d11df492ee;Fly have cup others us value tend natural family along idea view good sell play manager along summer.;text;email;2023-10-15 05:14:58;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;c2842949-b898-46a8-816b-b40ff497e07e;Available left result floor modern design establish minute white seat.;text;chat;2023-10-15 05:15:00;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;cd9c00cc-489a-42f5-8962-c4f86ba583c1;I’m having trouble with this feature.;text;email;2023-11-02 17:39:05;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;e73d119f-dd63-46a8-9cd6-35e01e1fb3d3;You have exceeded my expectations. Your product is amazing and your support is outstanding. How can I share my feedback with other potential customers?;text;email;2023-11-20 10:53:21;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;b08cb15c-5654-4416-8e0e-72039fcc3fb8;You have been a joy to work with. You were friendly, courteous, and professional throughout our interaction. How can I provide you with positive feedback and recognition for your excellent service?;text;chat;2023-11-20 10:53:31;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;497941ae-aef1-4926-a708-864a40e755ad;Thank you for your help.;text;email;2023-12-08 21:20:16;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;a4e01a58-79ea-4fe8-80ad-9d8bc3711c3b;I’m thrilled with your service. You exceeded my expectations and delivered more than I asked for. How can I show my appreciation and gratitude to you and your team?;text;chat;2023-12-26 10:09:09;2023-12-26 18:50:26
aceeedf1-89a8-45f8-9d3d-e3cf6587ab29;516489b3-8fc7-4985-a325-483fee6770bf;I’m thrilled with your service. You exceeded my expectations and delivered more than I asked for. How can I show my appreciation and gratitude to you and your team?;text;email;2023-12-26 10:09:21;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;8ec9836f-d31d-4dce-b601-b4f1b7aad38b;How can I get a confirmation or receipt for my payment?;text;email;2023-10-15 17:09:56;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;bc952ee5-59c5-407a-ac44-cc37eeb661b9;How can I get a discount or lower my premium?;text;email;2023-10-15 17:10:05;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;886314ec-6f2d-46d9-be47-d2424829ed2f;How can I get an extension or grace period for my payment?;text;email;2023-11-02 10:45:52;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;f5345af1-71ad-4739-a3bb-08e56da291ff;What is your return policy?;text;email;2023-11-02 10:46:01;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;3ee712e9-ede0-44f8-a6eb-174111f8f64d;I’m not sure what to do next.;text;email;2023-11-20 16:10:10;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;c4c35a16-ac3c-4295-aa4e-78b5eea60e4f;How can I create or print a shipping label or invoice?;text;email;2023-12-08 16:59:34;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;0552f922-881d-410a-ba3f-4cc00b23cd98;How can I transfer or assign my policy to someone else?;text;email;2023-12-08 16:59:44;2023-12-26 18:50:26
3a6051bd-2184-41d0-a9d2-49d3fc1b2dda;ecefe130-cb15-4052-8b54-2e5081f4575e;How can I claim or report a damaged or missing shipment?;text;email;2023-12-26 18:10:26;2023-12-26 18:50:26
337334c2-4565-4717-82df-f78b2283a0a3;6747582b-91d0-4ee5-ba1d-3316e9f5ee7c;Even and on dark well war weight apply part current American smile head.;text;chat;2023-10-15 16:59:19;2023-12-26 18:50:26
337334c2-4565-4717-82df-f78b2283a0a3;0054da5d-ecab-4079-8c9e-a4ed3f8d6170;Admit before owner smile scientist understand including everyone dinner quickly one treatment forget.;text;email;2023-10-15 16:59:31;2023-12-26 18:50:26
337334c2-4565-4717-82df-f78b2283a0a3;3cd9229d-b6e3-4fde-bb74-e23390cec189;How can I check my balance or transaction history?;text;email;2023-11-02 18:01:55;2023-12-26 18:50:26
337334c2-4565-4717-82df-f78b2283a0a3;979651be-4707-42bc-b934-39239ca9a66b;How do I contact customer support?;text;email;2023-11-02 18:02:02;2023-12-26 18:50:26
337334c2-4565-4717-82df-f78b2283a0a3;9b15ed72-51a1-4ff7-94ae-47b1c55a1f2d;How can I report a lost or stolen card or cheque?;text;chat;2023-11-20 04:58:54;2023-12-26 18:50:26
337334c2-4565-4717-82df-f78b2283a0a3;166e7aeb-7c46-45da-b6c8-add523ddd260;How can I open or close a bank account?;text;email;2023-12-08 20:07:16;2023-12-26 18:50:26
337334c2-4565-4717-82df-f78b2283a0a3;40fd8b98-419a-4218-8743-0aebc570bca8;I’m having difficulty accessing the website.;text;chat;2023-12-26 17:57:22;2023-12-26 18:50:26
d26dc8cd-4253-4be8-8bb6-1fd2ef4f843d;31899247-fb9d-47e2-8027-7435717a8c70;Player section themselves ball employee respond body man assume wife control.;text;email;2023-10-12 06:38:21;2023-12-26 18:50:26
d26dc8cd-4253-4be8-8bb6-1fd2ef4f843d;e86f179d-86ba-4db0-812f-03d759eafa0b;Onto anything same toward one around near avoid green door school window.;text;email;2023-10-12 06:38:30;2023-12-26 18:50:26
d26dc8cd-4253-4be8-8bb6-1fd2ef4f843d;31d0e033-5172-4303-a6d2-9e1e0489c220;I’m very impressed with your product. It works flawlessly and has all the features I need. How can I leave a positive review?;text;chat;2023-10-30 09:57:00;2023-12-26 18:50:26
d26dc8cd-4253-4be8-8bb6-1fd2ef4f843d;d30b20e6-c288-4556-8f93-13636b82effd;Store young hard make television ready describe risk word could yeah over.;text;email;2023-11-17 19:57:32;2023-12-26 18:50:26
d26dc8cd-4253-4be8-8bb6-1fd2ef4f843d;ad2035c7-ffc8-4477-9345-3b18dfca225d;Area newspaper prepare bill part official garden end keep listen gun leave staff.;text;email;2023-11-17 19:57:32;2023-12-26 18:50:26
d26dc8cd-4253-4be8-8bb6-1fd2ef4f843d;938ad353-77bb-4b65-9bfa-107c8b3998cb;How can I contact you if I have a question or complaint?;text;email;2023-12-05 05:30:11;2023-12-26 18:50:26
d26dc8cd-4253-4be8-8bb6-1fd2ef4f843d;aaebee5b-088b-4a74-9bdc-bc9254d71143;How can I get a quote or estimate for my shipment?;text;email;2023-12-21 22:27:02;2023-12-26 18:50:26
d807bfa4-1315-4ea1-b6a8-2796729e0b84;d55a27f8-13fb-4e4b-94a8-878bcf977bc0;You are a star. You listened to my needs and provided me with the best solution for my situation. How can I thank you and recommend you to others who might need your help?;text;email;2023-10-15 05:49:55;2023-12-26 18:50:26
d807bfa4-1315-4ea1-b6a8-2796729e0b84;5a47b63c-4920-41b8-85b1-a8adeb270afb;How can I create or print a shipping label or invoice?;text;email;2023-11-02 02:00:34;2023-12-26 18:50:26
d807bfa4-1315-4ea1-b6a8-2796729e0b84;df1c2f31-3bf6-46a3-bad1-60a576269d13;How can I open or close a bank account?;text;chat;2023-11-20 16:57:38;2023-12-26 18:50:26
